id,skyddsrumsnr,gatuadress,kommunnamn,antalplatser,latitude,longitude
62925613,126593-7,Majstångsvägen 11,Stockholm,32,18.007661605616143,59.30357431325761
62925614,126594-2,Mellanbergsvägen 103,Stockholm,75,17.981491420019093,59.29428267522508
62925615,126600-3,Dansbanevägen 1,Stockholm,30,18.010606857296597,59.29833019936962
62925616,126602-4,Dansbanevägen 5-7,Stockholm,30,18.010414871237852,59.298145930199816
62925617,126604-5,Dansbanevägen 9-11,Stockholm,30,18.0102754875739,59.297960444248965
62925618,126617-6,Sverkersgatan 2,Stockholm,65,17.99764515279256,59.30756154522779
62925619,126618-1,Torsten Alms Gata 9,Stockholm,55,17.995119925789492,59.309021496771585
62925620,126629-1,Tellusborgsvägen 35,Stockholm,115,18.012902348368712,59.304019252127596
62925621,126630-7,Valutavägen 48,Stockholm,45,17.97812149001513,59.29873602997066
62925622,126631-2,Valutavägen 54,Stockholm,50,17.979041394315065,59.29860714750885
62925623,126632-8,Valutavägen 60,Stockholm,50,17.97862532054909,59.29806852056461
62925624,126635-4,Schlystersvägen 45,Stockholm,37,18.004412461036353,59.30638112818794
62925625,126637-5,Schlytersvägen 43,Stockholm,44,18.004930679960207,59.3062793062257
62925626,126638-0,Schlytersvägen 41,Stockholm,35,18.005592364929058,59.306210114551355
62925627,126639-6,Schlytersvägen 39,Stockholm,58,18.006173486412315,59.30622365515076
62925628,126642-2,Tellusborgsvägen 7,Stockholm,56,18.01635582995678,59.30253743170832
62925629,126643-8,Blommensbergsvägen 188,Stockholm,50,17.993575735524914,59.306451045475924
62925630,126644-3,Blommensbergsvägen 182,Stockholm,30,17.993719008551757,59.30668138933435
62925631,126645-9,Hertigvägen 2,Stockholm,60,17.992557738329694,59.30646546396384
62925632,126646-4,Blommembergsvägen 180,Stockholm,60,17.993184787557865,59.3068015061461
62925633,126648-5,Dansbanevägen 21,Stockholm,21,18.010084577023818,59.297192048822794
62925634,126649-0,Dansbanevägen 17,Stockholm,21,18.010188097352426,59.297369378164
62925635,126650-6,Dansbanevägen 19,Stockholm,21,18.01018175527244,59.297297635483055
62925636,126651-1,Karusellplan 15-17,Stockholm,36,18.0107784951821,59.297688211263285
62925637,126657-4,Sigurd Rings Gata 6,Stockholm,45,17.99526777895009,59.309503344549455
62925638,126659-5,Sigurd Rings Gata 8,Stockholm,44,17.994932590432036,59.309888471644264
62925639,126660-0,Elektravägen 31,Stockholm,50,18.01057024396084,59.29473657769748
62925640,126661-6,Övre Bergsvägen 2,Stockholm,25,18.012073933766395,59.30260063549396
62925641,126663-7,Tegelbruksvägen 7,Stockholm,35,18.013169014780427,59.30286284963533
62925642,126664-2,Tegelbruksvägen 5,Stockholm,40,18.01362025665458,59.30260079095112
62925643,126665-8,Tegelbruksvägen 3,Stockholm,50,18.01394636050538,59.3023146694739
62925644,126667-9,Tegelbruksvägen 11,Stockholm,45,18.012727442543756,59.30283712530715
62925645,126668-4,Tegelbruksvägen 35,Stockholm,48,18.009577092027765,59.30178672768875
62925646,126670-5,Tegelbruksvägen 31,Stockholm,30,18.010028162893317,59.301920076797124
62925647,126673-1,Klensmedsvägen 2,Stockholm,120,17.999074355411924,59.295657963587615
62925648,126674-7,Klensmedsvägen 2,Stockholm,146,17.998496735246313,59.2954825630949
62925649,126675-2,Klensmedsvägen 2,Stockholm,147,17.999630807208845,59.295393529125754
62925650,126676-8,Klensmedsvägen 2,Stockholm,116,17.99996455844201,59.29559251799922
62925651,126684-1,Sparbanksvägen 10-12,Stockholm,70,17.98234122304824,59.298369835566916
62925652,126685-7,Lotterivägen 8,Stockholm,50,17.981605307152208,59.29799130820404
62925653,126686-2,Lotterivägen 12,Stockholm,57,17.980673654391442,59.29798568744156
62925654,126687-8,Lotterivägen 22,Stockholm,56,17.97954442016444,59.29793066660685
62925655,126689-9,Tivolivägen 6,Stockholm,96,18.005399933935347,59.29487403985192
62925656,126695-1,Hövdingagatan 23 A,Stockholm,100,17.991738371379302,59.30714028040115
62925657,126702-8,Lövholmsgränd 12,Stockholm,265,18.019534808749714,59.3142086869142
62925658,126703-3,Lövholmsbrinken 2 B,Stockholm,65,18.021423657596767,59.314695054352896
62925659,126704-9,Lövholmsbrinken 4,Stockholm,18,18.020497918169898,59.31476146414026
62925660,126708-0,Årstaängsvägen 9,Stockholm,145,18.030114335621267,59.311024407226505
62925661,126713-8,Vattenledningsvägen 91,Stockholm,25,18.005896486444094,59.300101499622855
62925662,126733-7,Inteckningsvägen 43,Stockholm,60,17.98233836866432,59.29191790871952
62925663,126737-9,Elektravägen 5,Stockholm,133,18.017790974228863,59.29751682996201
62925664,126738-4,Drivhjulsvägen 28-32,Stockholm,23,18.017742737724923,59.29598130821339
62925665,126741-0,Tellusborgsvägen 11,Stockholm,25,18.01554271245744,59.30287977318303
62925666,126742-6,Tellusborgsvägen 19,Stockholm,40,18.014546210920876,59.303334190332436
62925667,126743-1,Tellusborgsvägen 15,Stockholm,28,18.015020543659613,59.30313449528475
62925668,126756-2,Karusellvägen 19,Stockholm,105,18.00924982987894,59.2978853127703
62925669,126768-8,Sverkersgatan 8,Stockholm,68,17.997623366296764,59.30691504699685
62925670,126773-5,Valutavägen 4,Stockholm,81,17.980159633342573,59.29974075063729
62925671,126774-0,Dansbanevägen 53,Stockholm,50,18.007341795946356,59.29517964634229
62925672,126775-6,Dansbanevägen 39,Stockholm,20,18.009107974633608,59.2962800687391
62925673,126776-1,Dansbanevägen 37,Stockholm,20,18.00918206728659,59.29632328661799
62925674,126777-7,Dansbanevägen 35,Stockholm,20,18.009348578316928,59.29641828472398
62925675,126778-2,Dansbanevägen 31,Stockholm,20,18.009928552902082,59.296818237855675
62925676,126779-8,Dansbanevägen 29,Stockholm,20,18.009928552902082,59.296818237855675
62925677,126780-3,Dansbanevägen 27,Stockholm,20,18.009939650418733,59.29694378758504
62925678,126797-6,Nyårsvägen 18,Stockholm,20,17.99409791452882,59.30299736150462
62925679,126798-1,Nyårsvägen 14,Stockholm,30,17.994820057274424,59.30301669442841
62925680,126799-7,Nyårsvägen 12,Stockholm,40,17.995297303989897,59.30324833891816
62925681,126807-9,Mellanbergsvägen 96,Stockholm,88,17.981349338025584,59.29506771689543
62925682,126813-1,Hertigvägen 14,Stockholm,100,17.991113107411184,59.30662446867763
62925683,126815-2,Arvodesvägen 19,Stockholm,45,17.985162469299503,59.29908695301929
62925684,126816-8,Arvodesvägen 17,Stockholm,70,17.98483143456102,59.29931919597094
62925685,126829-9,Hövdingagatan 17,Stockholm,32,17.993129427660563,59.30717120871504
62925686,126830-4,Hövdingagatan 13,Stockholm,57,17.993933829296562,59.307125753956406
62925687,126839-3,Valutavägen 25,Stockholm,30,17.979063466084277,59.297052056393625
62925688,126840-9,Valutavägen 29,Stockholm,32,17.9789854868093,59.29696398062905
62925689,126841-4,Valutavägen 21,Stockholm,24,17.97905664339055,59.29737571022602
62925690,126843-5,Valutavägen 23,Stockholm,60,17.978987566907882,59.29718858418639
62925691,126844-0,Lotterivägen 43,Stockholm,53,17.979713234808486,59.29745054166301
62925692,126845-6,Lotterivägen 45,Stockholm,32,17.9797242212988,59.29757609484561
62925693,126846-1,Lotterivägen 21,Stockholm,56,17.981017789980946,59.297501545718816
62925694,126847-7,Lotterivägen 29,Stockholm,35,17.980388667258676,59.29774060365867
62925695,126848-2,Lotterivägen 37,Stockholm,56,17.980215431672466,59.29736715599384
62925696,126849-8,Lotterivägen 11,Stockholm,30,17.981578866968267,59.297488694712
62925697,126850-3,Lotterivägen 5,Stockholm,50,17.98186464574237,59.297742743912316
62925698,126851-9,Sparbanksvägen 24,Stockholm,66,17.982601316284573,59.29752817253458
62925699,126854-5,Sigfridsvägen 15,Stockholm,35,18.002195673998838,59.307348853638956
62925700,126855-0,Fastlagsvägen 32-34,Stockholm,50,17.99667111670859,59.30368399874714
62925701,126856-6,Fastlagsvägen 28-30,Stockholm,48,17.99749043344407,59.303808913476594
62925702,126865-5,Sigfridsvägen 17,Stockholm,28,18.002277555997885,59.30767945207501
62925703,126866-0,Sigfridsvägen 19,Stockholm,28,18.002779711431643,59.30779367662958
62925704,126867-6,Trettondagsvägen 3,Stockholm,95,17.99749548366485,59.29967518454831
62925705,126878-6,Sigfridsvägen 11,Stockholm,40,18.00329492230161,59.30745829155712
62925706,126879-1,Sigfridsvägen 13,Stockholm,28,18.002818353314257,59.3072356453163
62925707,126884-9,Schlytersvägen 65,Stockholm,58,17.99940214493486,59.30655956313789
62925708,126885-4,Liljeholmsvägen 14-16,Stockholm,100,18.02708877818359,59.31277521179667
62925709,126887-5,Ivar Vidfamnes Gata 9,Stockholm,117,17.98692708273004,59.30738554702403
62925710,126888-0,Ivar Vidfamnes Gata 19,Stockholm,95,17.986068244117572,59.30761192811543
62925711,126889-6,Ivar Vidfamnes Gata 29,Stockholm,50,17.9851374293332,59.308019674929824
62925712,126890-1,Torsten Alms Gata 31,Stockholm,75,17.990875001580854,59.30871471022317
62925713,126915-6,Torsten Alms Gata 15,Stockholm,49,17.993834817754806,59.308997138381564
62925714,126916-1,Torsten Alms Gata 11,Stockholm,49,17.99459532261157,59.309051536651026
62925715,126929-2,Responsgatan 1-5,Stockholm,136,18.002981015173383,59.29772456217846
62925716,126930-8,Tellusborgsvägen 83-87,Stockholm,175,18.002789885858668,59.296354092146785
62925717,126931-3,Tellusborgsvägen 87,Stockholm,100,18.002911554608733,59.29673768924461
62925718,126933-4,Tivolivägen 9,Stockholm,110,18.00564435100667,59.29525480041908
62925719,126935-5,Cirkusvägen 4,Stockholm,32,18.005748396775516,59.29583649765531
62925720,126936-0,Karusellvägen 57,Stockholm,78,18.004840790950396,59.29570468936818
62925721,126937-6,Cirkusvägen 14,Stockholm,76,18.006873973231063,59.29525335795263
62925722,126938-1,Sverkersgatan 5,Stockholm,65,17.99832868579405,59.307141429657754
62925723,126939-7,Torsten Alms Gata 12,Stockholm,25,17.99449384985048,59.30929649519776
62925724,126940-2,Torsten Alms Gata 14,Stockholm,32,17.994107980324703,59.309305369832444
62925725,126941-8,Sigurd Rings Gata 5,Stockholm,70,17.994556544721405,59.30960956649388
62925726,126942-3,Sigurd Rings gata 7,Stockholm,42,17.993848646412047,59.309553958115025
62925727,126943-9,Torsten Alms Gata 53,Stockholm,36,17.98685163744514,59.30852850837566
62925728,126944-4,Torsten Alms Gata 47,Stockholm,38,17.987601101546034,59.308457395539
62925729,126946-5,Cirkusvägen 9,Stockholm,108,18.00660510902521,59.29578975222069
62925730,126947-0,Tombolavägen 4,Stockholm,30,18.006448558218658,59.29640442697409
62925731,126948-6,Karusellvägen 49,Stockholm,50,18.005705852298853,59.29634969082505
62925732,126949-1,Tombolavägen 12,Stockholm,84,18.00748478676714,59.29600306909147
62925733,126960-1,"Slättgårdsv, Mälarhöjden",Stockholm,730,17.956022312387358,59.29998559360009
62925734,126961-7,Styrbjörnsvägen 1-5,Stockholm,60,18.002449350613375,59.3094277849589
62925735,126962-2,Styrbjörnsvägen 7-9,Stockholm,28,18.0014641176891,59.309216863185
62925736,126963-8,Styrbjörnsvägen 11-13,Stockholm,48,18.0006716832144,59.3091991852419
62925737,126964-3,Styrbjörnsvägen 25,Stockholm,37,18.00134105892164,59.30961508951015
62925738,126965-9,Styrbjörnsvägen 21,Stockholm,25,18.00134105892164,59.30961508951015
62925739,126966-4,Styrbjörnsvägen 17,Stockholm,23,18.00134105892164,59.30961508951015
62925740,126968-5,Styrbjörnsvägen 31-35,Stockholm,89,18.00004866255564,59.30970777962148
62925741,126969-0,Tellusborgsvägen 96,Stockholm,104,18.00090682749669,59.297314106363885
62925742,126970-6,Hövdingagatan 36,Stockholm,136,17.989180114725347,59.30722600288923
62925743,126971-1,Torsten Alms Gata 25,Stockholm,69,17.992030031994474,59.308858906256525
62925744,126972-7,Torsten Alms Gata 19,Stockholm,40,17.993080624180028,59.3090144793261
62925745,126974-8,Erikslundsgatan 5,Stockholm,50,18.01435325993894,59.30115501659241
62925746,126977-4,Västberga Allé 9,Stockholm,60,18.013506246532234,59.298334995326464
62925747,126979-5,Västberga Allé 3,Stockholm,95,18.014864075353415,59.29898650232019
62925748,126980-0,Vretensborgsvägen 32,Stockholm,110,18.012870353294105,59.29809810277601
62925749,126981-6,Vretensborgsvägen 14,Stockholm,55,18.017284388950486,59.299532495846066
62925750,126982-1,Vretensborgsvägen 10-12,Stockholm,30,18.01789728822715,59.299509301042534
62925751,126983-7,Sigurd Rings Gata 13,Stockholm,45,17.991314848526272,59.3097200322247
62925752,126984-2,Sigurd Rings Gata 14,Stockholm,36,17.991314848526272,59.3097200322247
62925753,126985-8,Sigurd Rings Gata 16,Stockholm,36,17.991314848526272,59.3097200322247
62925754,126986-3,Sigurd Rings Gata 18,Stockholm,36,17.991772656571918,59.309529791189355
62925755,126988-4,Valutavägen 70,Stockholm,56,17.97849215295118,59.297550377273396
62925756,126991-0,Mellanbergsvägen 111-113,Stockholm,40,17.98064306763371,59.29522766942367
62925757,126992-6,Ätravägen 9,Stockholm,34,18.123310528326662,59.2796692835462
62925758,126993-1,Ätravägen 11,Stockholm,34,18.122983096890938,59.279928769218536
62925759,126994-7,Ätravägen 13,Stockholm,34,18.122510550355024,59.28013781686608
62925760,126995-2,Ätravägen 15,Stockholm,34,18.12200677625633,59.28000611984708
62925761,126996-8,Arkövägen 45,Stockholm,106,18.119424463794836,59.28498374036106
62925762,126997-3,Arkövägen 49,Stockholm,64,18.11943077526905,59.28466905732364
62925763,126998-9,Arkövägen 34,Stockholm,65,18.118522194171977,59.285104220243255
62925764,126999-4,Arkövägen 46,Stockholm,46,18.118868624319617,59.28447584050273
62925765,127000-4,Nissastigen 1,Stockholm,38,18.125785837833167,59.279852478478986
62925766,127002-5,Nissastigen 3,Stockholm,48,18.12541154055868,59.279600857374156
62925767,127003-0,Nissastigen 5,Stockholm,38,18.125456131229015,59.27932120004609
62925768,127004-6,Nissastigen 11,Stockholm,125,18.126186785166094,59.27886330002825
62925769,127005-1,Rusthållarvägen 6,Stockholm,70,18.126449457647382,59.2796208539489
62925770,127006-7,Nissastigen 31,Stockholm,112,18.12434479172762,59.27869186687427
62925771,127007-2,Lagavägen 3,Stockholm,72,18.12907090898732,59.27833564817104
62925772,127008-8,Emågatan 8,Stockholm,46,18.12907090898732,59.27833564817104
62925773,127009-3,Fyrskeppsvägen 19,Stockholm,50,18.10199878285105,59.28861750189067
62925774,127010-9,Fyrskeppsvägen 27,Stockholm,57,18.102851076621018,59.28852529031075
62925775,127011-4,Fyrskeppsvägen 31,Stockholm,38,18.10361818174162,59.288462064496514
62925776,127013-5,Fyrskeppsvägen 39,Stockholm,53,18.10448063836485,59.28828872071769
62925777,127014-0,Fyrskeppsvägen 41,Stockholm,53,18.105113602562092,59.288102874201414
62925778,127015-6,Bergsrådsvägen 51,Stockholm,25,18.124337785430384,59.27401897748518
62925779,127016-1,Bergsrådsvägen 49,Stockholm,25,18.124347340879673,59.2737401617963
62925780,127017-7,Bergsrådsvägen 47,Stockholm,29,18.12443955883345,59.27340544089772
62925781,127018-2,Bergsrådsvägen 45,Stockholm,24,18.124920222915385,59.27328605600913
62925782,127019-8,Tylögränd 10,Stockholm,34,18.11472653989519,59.281241026436284
62925783,127020-3,Tylögränd 14,Stockholm,29,18.114762714262646,59.281060428356554
62925784,127021-9,Tylögränd 16,Stockholm,45,18.115030785476335,59.28091921161295
62925785,127022-4,Tylögränd 26,Stockholm,50,18.115951084533734,59.280420884945634
62925786,127024-5,Arkövägen 8,Stockholm,32,18.115539985969722,59.28648770214151
62925787,127025-0,Arkövägen 10,Stockholm,80,18.115847549844904,59.286201753169614
62925788,127026-6,Arkövägen 26,Stockholm,64,18.117814574887657,59.28562442758206
62925789,127027-1,Bergsrådsvägen 8,Stockholm,64,18.12863506992901,59.27588378304092
62925790,127028-7,Bergsrådsvägen 20,Stockholm,38,18.12768428148786,59.27566400443056
62925791,127029-2,Bergsrådsvägen 24,Stockholm,44,18.12820165155372,59.27556169863422
62925792,127030-8,Bergsrådsvägen 28,Stockholm,57,18.128401424186155,59.275251348262074
62925793,127031-3,Bergsrådsvägen 32,Stockholm,59,18.127492861582425,59.2753001530327
62925794,127032-9,Bergsrådsvägen 42,Stockholm,53,18.127939797451102,59.274813114787925
62925795,127033-4,Bergsrådsvägen 48,Stockholm,50,18.12754247526456,59.27564944019332
62925796,127036-0,Gamla Tyresövägen 349,Stockholm,81,18.105941161140937,59.28253841395494
62925797,127037-6,Gamla Tyresövägen 349,Stockholm,108,18.105941161140937,59.28253841395494
62925798,127038-1,Gamla Tyresövägen 357,Stockholm,56,18.108187323373105,59.28078631438594
62925799,127039-7,Gamla Tyresövägen 351,Stockholm,108,18.10772671708397,59.28170496100897
62925800,127040-2,Bergsrådsvägen 33,Stockholm,62,18.12633126998233,59.27297356733605
62925801,127041-8,Bergsrådsgränd 11,Stockholm,94,18.125174717754597,59.27261493003407
62925802,127042-3,Eggegrundsvägen 5,Stockholm,49,18.119486449419636,59.282591812865526
62925803,127043-9,Eggegrundsvägen 9,Stockholm,106,18.11903440017052,59.28244987726187
62925804,127044-4,Fyrskeppsvägen 30,Stockholm,30,18.101839725145645,59.28802818128723
62925805,127046-5,Fyrskeppsvägen 36,Stockholm,28,18.10241521889086,59.28778979863288
62925806,127047-0,Fyrskeppsvägen 42,Stockholm,46,18.10304053398311,59.28809840489323
62925807,127048-6,Fyrskeppsvägen 46,Stockholm,33,18.102994416414855,59.287784975309016
62925808,127049-1,Fyrskeppsvägen 48,Stockholm,50,18.103088511950407,59.28746820223467
62925809,127050-7,Fyrskeppsvägen 64,Stockholm,53,18.104105866316395,59.287452924748656
62925810,127051-2,Fyrskeppsvägen 56,Stockholm,50,18.10378111441207,59.287936958362884
62925811,127052-8,Fyrskeppsvägen 78,Stockholm,28,18.104845972507977,59.287093778863095
62925812,127053-3,Fyrskeppsvägen 76,Stockholm,58,18.105147645945834,59.2873202311744
62925813,127054-9,Fyrskeppsvägen 66,Stockholm,38,18.104869768576982,59.2877402433279
62925814,127059-6,Kolbäcksgränd 6,Stockholm,81,18.13861792699571,59.27674869362822
62925815,127060-1,Kolbäcksgränd 14,Stockholm,80,18.138667538276145,59.276334108192735
62925816,127061-7,Kolbäcksgränd 22,Stockholm,78,18.139657101591478,59.27621137706321
62925817,127062-2,Kolbäcksgränd 28,Stockholm,142,18.139957739534374,59.27680623121706
